pl_name,hostname,pl_bmasse,pl_rade,pl_orbper,discoverymethod,disc_year,st_teff,st_rad
Kepler-580 b,Kepler-580,7.13,2.57,8.222419656,Transit,2016,4298.0,0.64
HD 152843 c,HD 152843,9.67,5.94,19.502104,Transit,2021,6310.0,1.43
HD 217786 c,HD 217786,7.31005336,2.61,2.52221,Radial Velocity,2022,5966.0,1.27
HR 8799 c,HR 8799,3000.0,13.0,69000.0,Imaging,2008,7204.58,1.49338
TOI-4342 b,TOI-4342,7.3,2.329,5.5382592,Transit,2023,3866.0,0.598
Kepler-193 c,Kepler-193,8.0,2.75,50.697494,Transit,2014,6335.0,1.147
K2-269 b,K2-269,3.09,1.57,4.144965,Transit,2018,6209.0,1.45
KOI-12 b,KOI-12,349.613,13.78707,17.855182,Transit,2015,6635.0,1.4
Kepler-1773 b,Kepler-1773,12.1,3.50469499,40.80970001,Transit,2021,6183.0,1.3
NGTS-16 b,NGTS-16,211.99154747,14.57167491,4.84532,Transit,2021,5550.0,1.213
Kepler-637 b,Kepler-637,20.2,4.75,23.20584623,Transit,2016,6096.0,2.56
HD 113337 c,HD 113337,6299.67685515,12.1,5429.93477,Radial Velocity,2020,6774.0,1.5
K2-30 b,K2-30,184.02357,11.646151,4.098503,Transit,2016,5425.0,0.844
Kepler-1675 b,Kepler-1675,9.93,3.12483349,63.0382,Transit,2020,5853.19,1.12865
Gaia22dkvL b,Gaia22dkvL,187.83658854,14.1,,Microlensing,2024,,
Kepler-1788 b,Kepler-1788,6.25,2.37850461,2.800120115,Transit,2021,4786.0,0.704
Kepler-497 b,Kepler-497,30.4,6.04,3.573203671,Transit,2016,5834.0,1.11
Kepler-179 c,Kepler-179,4.66,2.0,6.40013,Transit,2014,5302.0,0.759
HD 87646 b,HD 87646,3941.092,12.4,13.481,Radial Velocity,2016,5770.0,1.55
KMT-2024-BLG-0404L c,KMT-2024-BLG-0404L,17.3,4.33,,Microlensing,2025,,
Kepler-139 e,Kepler-139,378.0,13.7,2047.635373,Radial Velocity,2023,5622.0,1.045
HD 29985 b,HD 29985,1739.47487151,12.8,20608.14049,Radial Velocity,2022,4678.0,0.574666
Kepler-668 b,Kepler-668,7.75,2.7,8.35390639,Transit,2016,5352.0,0.82
Kepler-56 d,Kepler-56,1784.0,12.8,1002.0,Radial Velocity,2016,4819.44,4.21799
Kepler-205 b,Kepler-205,2.89,1.51,2.75564,Transit,2014,4321.0,0.546
Kepler-1156 b,Kepler-1156,2.3,1.32,11.89520511,Transit,2016,5778.0,1.0
HR 858 c,HR 858,3.8,1.979,5.973865,Transit,2019,6354.0,1.258
Kepler-989 b,Kepler-989,5.52,2.21,7.964315352,Transit,2016,5074.0,0.78
HD 165155 b,HD 165155,918.5287,13.2,434.5,Radial Velocity,2016,5426.0,0.95
K2-351 b,K2-351,6.99,2.54,7.806164,Transit,2021,5769.0,1.05
HD 22946 d,HD 22946,26.57,2.607,47.42489,Transit,2023,6169.0,1.117
HD 13908 b,HD 13908,274.91,13.9,19.382,Radial Velocity,2013,6255.0,1.67
Kepler-1446 b,Kepler-1446,0.477,0.82,0.689967832,Transit,2016,4865.0,0.75
Kepler-1697 b,Kepler-1697,2.12,1.25954761,33.4969,Transit,2020,4681.53,0.772344
HD 11112 b,HD 11112,2598.56505563,12.6,17244.90764,Radial Velocity,2022,5905.64,1.47368
Kepler-674 b,Kepler-674,3.5,1.69,2.243381847,Transit,2016,4192.0,0.57
Kepler-1269 b,Kepler-1269,3.29,1.63,37.3331536,Transit,2016,5998.0,1.15
Kepler-1576 b,Kepler-1576,1.12,1.04,6.98471973,Transit,2016,5876.0,1.06
Kepler-1796 b,Kepler-1796,8.0,2.75047868,29.4557991,Transit,2021,6036.0,0.949
Kepler-972 b,Kepler-972,19.5,4.65,7.03932553,Transit,2016,6146.0,1.22
Kepler-1508 b,Kepler-1508,2.33,1.33,20.7056504,Transit,2016,6158.0,1.22
Kepler-293 c,Kepler-293,14.0,3.83,54.155743,Transit,2014,5804.0,0.957
AF Lep b,AF Lep,1147.36054927,13.0,8905.0,Imaging,2023,6140.0,1.25
Kepler-873 b,Kepler-873,13.5,3.75,20.5533844,Transit,2016,6163.0,1.27
TOI-125 d,TOI-125,13.6,2.93,19.98,Transit,2020,5320.0,0.848
Kepler-669 b,Kepler-669,20.8,4.83,4.125546869,Transit,2016,6038.0,1.2
Kepler-783 b,Kepler-783,0.399,0.78,4.29264638,Transit,2016,5521.0,0.89
Kepler-142 d,Kepler-142,5.31,2.16,41.809118,Transit,2014,5790.0,1.269
Kepler-1297 b,Kepler-1297,0.871,0.97,1.68189002,Transit,2016,5818.0,0.99
HATS-6 b,HATS-6,101.38777,11.186582,3.3252725,Transit,2015,3724.0,0.57
HD 126525 b,HD 126525,75.32571,10.3,960.41,Radial Velocity,2018,5638.0,0.979
Kepler-319 d,Kepler-319,5.86,2.29,31.781925,Transit,2014,5526.0,0.903
Kepler-1427 b,Kepler-1427,1.37,1.1,0.968972376,Transit,2016,5793.0,1.01
Kepler-1959 b,Kepler-1959,1.57,1.14315727,6.38669014,Transit,2021,5071.0,0.811
HD 109271 b,HD 109271,17.162,4.31,7.8543,Radial Velocity,2013,5783.0,1.294595
HD 100546 b,HD 100546,2701.5414595,77.3421,,Imaging,2014,10500.0,1.85288
HD 158996 b,HD 158996,4449.62,12.3,820.2,Radial Velocity,2018,4069.0,50.3
Kepler-1264 b,Kepler-1264,1.76,1.18,0.968526023,Transit,2016,5791.0,0.98
HD 100777 b,HD 100777,390.92894061,13.7,383.0,Radial Velocity,2007,5533.0,1.04
Kepler-553 b,Kepler-553,116.00736855,4.74139884,4.030467,Transit,2016,5191.0,0.902
HD 31527 c,HD 31527,14.16,3.85,51.2053,Radial Velocity,2019,5898.0,1.073694
K2-44 b,K2-44,6.5,2.433,5.657,Transit,2016,5912.0,1.58
Kepler-1955 b,Kepler-1955,1.69,1.16654878,14.26519966,Transit,2021,5825.0,1.291
Kepler-537 b,Kepler-537,2.57,1.41,3.247555219,Transit,2016,5763.0,0.99
HD 217786 b,HD 217786,4402.55909376,12.3,1301.36009,Radial Velocity,2011,5966.0,1.27
Kepler-1968 b,Kepler-1968,2.86,1.50004034,7.281099796,Transit,2021,5008.0,0.788
Kepler-322 c,Kepler-322,3.43,1.67,4.337234,Transit,2014,5388.0,0.89
OGLE-TR-132 b,OGLE-TR-132,375.02,13.45,1.689868,Transit,2004,6210.0,1.32
Kepler-1684 b,Kepler-1684,8.6,2.87084792,47.7055,Transit,2020,4706.54,0.666755
HATS-66 b,HATS-66,1694.0339,15.815899,3.1414391,Transit,2018,6626.0,1.841
Kepler-171 b,Kepler-171,6.08,2.34,4.166972,Transit,2014,5642.0,0.839
Kepler-1021 b,Kepler-1021,6.04,2.33,13.47469571,Transit,2016,5431.0,0.86
Kepler-1399 b,Kepler-1399,2.1,1.25,1.638653058,Transit,2016,5735.0,0.96
TOI-7041 b,TOI-7041,114.41822652,11.43316031,9.691,Transit,2025,4700.0,4.1
OGLE-2014-BLG-0676L b,OGLE-2014-BLG-0676L,1169.60853776,13.0,,Microlensing,2016,,
K2-319 b,K2-319,8.2,2.79,26.68,Transit,2020,5440.0,0.898
Kepler-414 c,Kepler-414,29.9,3.01,7.171,Transit Timing Variations,2014,5536.0,0.946
HD 210193 b,HD 210193,153.1,14.3,649.918,Radial Velocity,2019,5790.0,1.05971
Kepler-1952 b,Kepler-1952,2.07,1.23923346,27.21080017,Transit,2021,5973.0,1.305
HD 34445 f,HD 34445,37.9,6.88,676.8,Radial Velocity,2017,5836.0,1.38
V0391 Peg b,V0391 Peg,1017.056,13.1,1170.0,Pulsation Timing Variations,2007,29300.0,0.23
Kepler-1633 b,Kepler-1633,3.12,1.58,186.404271,Transit,2016,6256.0,1.32
HAT-P-13 c,HAT-P-13,4538.421,12.3,446.27,Radial Velocity,2009,5653.0,1.756
Kepler-242 c,Kepler-242,4.66,2.0,14.496481,Transit,2014,5020.0,0.85
Qatar-5 b,Qatar-5,1373.0256,12.408363,2.8792319,Transit,2017,5747.0,1.076
K2-348 c,K2-348,7.61,2.67,12.550171,Transit,2021,5077.0,0.85
K2-132 b,K2-132,155.7367,14.5717,9.1751,Transit,2017,4840.0,3.85
Kepler-399 c,Kepler-399,2.63,1.43,26.67569,Transit,2014,5502.0,0.68
WASP-76 b,WASP-76,284.13859586,20.78145022,1.80988198,Transit,2016,6329.0,1.756
KELT-15 b,KELT-15,416.3573,19.50366,3.32944,Transit,2016,6003.0,1.78
Kepler-1130 b,Kepler-1130,0.437,0.8,5.45298175,Transit,2016,5403.0,0.81
K2-290 c,K2-290,246.00042,11.276254,48.36685,Transit,2019,6302.0,1.511
TOI-7008 b,TOI-7008,21.7,4.94735276,0.84069041367,Transit,2026,5116.06,0.95255
Kepler-1367 b,Kepler-1367,0.721,0.92,1.574090272,Transit,2016,4106.0,0.6
DMPP-2 c,DMPP-2,51.79,8.26,3.168,Radial Velocity,2026,6500.0,1.78
Kepler-1716 b,Kepler-1716,6.46,2.4247685,35.58100128,Transit,2021,4894.0,0.684
TOI-1716.01,TOI-1716,10.0,3.143,8.082376554,Transit,2024,5879.0,1.24
Kepler-1038 c,Kepler-1038,2.59,1.4162338,7.127659798,Transit,2021,5159.0,0.821
TOI-5159 b,TOI-5159,3.01,1.54732112,5.83639428843,Transit,2026,5156.16,0.854084
HD 109271 c,HD 109271,24.154,5.27,30.93,Radial Velocity,2013,5783.0,1.294595
K2-202 b,K2-202,5.91,2.30165603,3.405164,Transit,2018,5491.0,0.910685
HATS-41 b,HATS-41,3082.951,14.90797,4.193649,Transit,2018,6424.0,1.71
HD 45350 b,HD 45350,568.89,13.5,963.6,Radial Velocity,2004,5566.0,1.26442
GJ 3323 b,GJ 3323,2.02,1.23,5.3636,Radial Velocity,2017,3159.0,0.119
Kepler-682 b,Kepler-682,42.6,7.37,12.611906672,Transit,2016,5559.0,0.89
HD 284149 AB b,HD 284149 A,8352.53053596,12.0,,Imaging,2017,6035.0,1.36
HATS-77 b,HATS-77,436.69623122,13.05846252,3.0876262,Transit,2021,4071.0,0.6428
WASP-142 b,WASP-142,266.9772,17.14977,2.052868,Transit,2016,6010.0,1.64
Kepler-597 b,Kepler-597,6.21,2.37,13.02365861,Transit,2016,5683.0,0.95
HD 29021 b,HD 29021,1420.69297929,12.9,1365.0,Radial Velocity,2017,5560.0,0.85
GJ 682 b,GJ 682,4.4,1.93,17.478,Radial Velocity,2014,3028.0,0.298255
HD 168443 c,HD 168443,5500.33841154,12.2,1753.1096,Radial Velocity,2000,5491.0,1.711479
WASP-53 b,WASP-53,677.61356,12.038466,3.3098443,Transit,2017,4953.0,0.798
Kepler-1857 b,Kepler-1857,4.5,1.96065412,8.94340992,Transit,2021,6074.0,1.005
Kepler-342 c,Kepler-342,4.5,1.96,26.234138,Transit,2014,6175.0,1.472
Kepler-1251 b,Kepler-1251,4.04,1.84,45.0904643,Transit,2016,5545.0,0.89
KOI-94 b,KOI-94,10.5,1.71,3.743208,Transit,2013,6182.0,1.52
TOI-5624 f,TOI-5624,13.0,3.66,45.37,Transit Timing Variations,2026,5327.0,0.82
OGLE-2015-BLG-1649L b,OGLE-2015-BLG-1649L,807.0,13.2,,Microlensing,2019,,
Kepler-242 b,Kepler-242,7.32,2.61,8.20395,Transit,2014,5020.0,0.85
TOI-220 b,TOI-220,13.8,3.03,10.695264,Transit,2021,5298.0,0.858
Kepler-374 d,Kepler-374,2.27,1.31,5.028219,Transit,2014,5977.0,0.911
Kepler-1870 b,Kepler-1870,5.07,2.10143764,3.606940031,Transit,2021,5508.0,0.84
Kepler-258 b,Kepler-258,15.5,4.06,13.19722,Transit,2014,4942.0,0.915
WASP-8 b,WASP-8,807.2882,12.66617,8.15872,Transit,2010,5600.0,1.03
Kepler-1339 b,Kepler-1339,0.285,0.71,1.341555127,Transit,2016,5586.0,0.93
HD 106252 b,HD 106252,3178.28407,12.5,1535.0,Radial Velocity,2002,5874.0,1.05
HD 102956 b,HD 102956,305.1168,13.8,6.4947,Radial Velocity,2010,4985.0,4.55
K2-128 b,K2-128,2.6,1.42,5.675819,Transit,2017,4469.51,0.777569
TOI-139 b,TOI-139,6.6,2.4566,11.07085,Transit,2023,4570.0,0.7007
Kepler-244 b,Kepler-244,8.05,2.76,4.311792,Transit,2014,5554.0,0.803
TOI-4087 b,TOI-4087,232.01473711,13.04725353,3.1774835,Transit,2023,6060.0,1.112
OGLE-2015-BLG-1771L b,OGLE-2015-BLG-1771L,138.0,14.3,,Microlensing,2020,,
HAT-P-66 b,HAT-P-66,248.86089,17.82231,2.972086,Transit,2016,6002.0,1.881
DMPP-9 b,DMPP-9,14.43,3.89,12.733,Radial Velocity,2026,6092.0,1.26
TOI-4898 b,TOI-4898,13.4,3.7197954,2.76520470167,Transit,2026,4201.57,0.639344
HD 101581 c,HIP 56998,0.937,0.99,6.20401,Transit,2025,4675.0,0.63
HD 20329 b,HD 20329,7.42,1.72,0.926118,Transit,2022,5596.0,1.13
Kepler-1292 b,Kepler-1292,3.97,1.82,3.27646405,Transit,2016,5556.0,0.93
Kepler-1906 b,Kepler-1906,8.13,2.77615754,7.362689972,Transit,2021,5868.0,0.894
GJ 876 e,GJ 876,14.6,3.92,124.26,Radial Velocity,2010,3293.74,0.3
TOI-1052 c,TOI-1052,34.3,6.48,35.806,Radial Velocity,2023,6146.0,1.264
HAT-P-29 b,HAT-P-29,279.6904,13.11453,5.72319,Transit,2011,6087.0,1.3
YZ Cet c,YZ Cet,1.14,1.05,3.05989,Radial Velocity,2017,3151.0,0.157
Kepler-434 b,Kepler-434,908.96,12.67,12.8747099,Transit,2015,5977.0,1.38
HD 11755 b,HD 11755,1789.3829,12.8,433.70001,Radial Velocity,2015,4312.0,20.58
Kepler-1471 b,Kepler-1471,2.57,1.41,3.63899398,Transit,2016,5660.0,0.93
HD 128717 b,HD 128717,6293.0024586,12.1,3420.0,Astrometry,2025,6210.0,1.248
HAT-P-46 b,HAT-P-46,156.684,14.392,4.463129,Transit,2014,6120.0,1.396
TOI-1244 b,TOI-1244,6.6,2.467,6.400316483,Transit,2024,4599.0,0.721
HD 39855 b,HD 39855,8.5,2.85,3.2498,Radial Velocity,2019,5576.0,0.744665
BD-11 4672 c,BD-11 4672,15.37,4.04,74.2,Radial Velocity,2020,4550.0,0.639
Kepler-1442 b,Kepler-1442,14.7,3.93,81.4162941,Transit,2016,6394.0,1.44
Kepler-292 d,Kepler-292,5.6,2.23,7.055679,Transit,2014,5299.0,0.826
V1298 Tau e,V1298 Tau,15.3,10.17,48.677714,Transit,2019,4970.0,1.32
HD 47186 c,HD 47186,111.42,13.0,1353.6,Radial Velocity,2008,5657.0,1.08
Kepler-692 b,Kepler-692,9.85,3.11,21.81293494,Transit,2016,5440.0,0.86
EPIC 206042996 b,EPIC 206042996,3.53,1.7,5.2986,Transit,2019,4114.0,0.5
OGLE-2012-BLG-0358L b,OGLE-2012-BLG-0358L,588.0,13.4,,Microlensing,2013,,
Kepler-1193 b,Kepler-1193,2.3,1.32,2.832652134,Transit,2016,5908.0,1.21
HD 75784 c,HD 75784,1792.5612,12.8,7900.0,Radial Velocity,2018,4867.0,3.4
Kepler-838 b,Kepler-838,7.9,2.73,15.74957994,Transit,2016,5770.0,0.96
81 Cet b,81 Cet,1051.05854195,13.1,1005.57,Radial Velocity,2008,4734.0,11.21
Kepler-1058 b,Kepler-1058,7.85,2.72,110.96546,Transit,2016,4644.0,0.69
TOI-4214 b,TOI-4214,165.27077164,10.68215861,3.4913885,Transit,2025,6370.0,1.434
Kepler-391 b,Kepler-391,1100.0,2.5,7.4175,Transit,2014,5038.0,2.879
Kepler-698 b,Kepler-698,13.1,3.68,16.32976218,Transit,2016,5612.0,0.91
TOI-3877 b,TOI-3877,99.7981198,11.67975789,4.123596,Transit,2025,5731.0,1.445
Kepler-409 b,Kepler-409,6.0,1.199,68.9583216,Transit,2014,5421.0,0.897
Kepler-273 b,Kepler-273,2.86,1.5,2.936532,Transit,2014,5626.0,0.815
HIP 41378 b,HIP 41378,6.9,2.64,15.57209,Transit,2016,6290.0,1.3
Kepler-636 b,Kepler-636,18.1,4.45,16.080661147,Transit,2016,5203.0,0.8
Kepler-1914 b,Kepler-1914,8.97,2.9429803,30.82789993,Transit,2021,5982.0,0.96
HD 200964 b,HD 200964,508.21017,13.5,606.3,Radial Velocity,2010,4982.0,4.92
pi Men c,HD 39091,3.63,2.0189,6.2678399,Transit,2018,5998.0,1.17
Kepler-150 c,Kepler-150,13.2,3.69,7.381998,Transit,2014,5560.0,0.939
HATS-43 b,HATS-43,82.95363,13.22662,4.3888497,Transit,2018,5099.0,0.812
TOI-1437 b,TOI-1437,9.6,2.24,18.840942,Transit,2024,6008.0,1.17
Kepler-685 b,Kepler-685,78.8,10.58,1.6255222,Transit,2016,5963.0,1.16
K2-89 b,K2-89,0.17,0.615,1.096026,Transit,2016,3691.0,0.318
WASP-49 b,WASP-49,117.5971,12.44199,2.78174,Transit,2012,5600.0,0.97
Kepler-1699 b,Kepler-1699,3.08,1.56671124,3.49082,Transit,2020,5575.53,0.725
HAT-P-13 b,HAT-P-13,270.462,14.258,2.91625,Transit,2009,5653.0,1.756
Kepler-1152 b,Kepler-1152,0.59,0.87,1.646801908,Transit,2016,3964.0,0.53
HD 30669 b,HD 30669,149.37,14.3,1684.0,Radial Velocity,2014,5400.0,0.91
HD 155918 c,HD 155918,1878.04805696,12.8,17202.19446,Radial Velocity,2022,5771.84,1.01906
Kepler-1391 b,Kepler-1391,3.46,1.68,54.4092333,Transit,2016,5840.0,1.1
TOI-2406 b,TOI-2406,15.6,2.86,3.0766891,Transit,2021,3100.0,0.204
Kepler-25 c,Kepler-25,15.2,5.217,12.7207,Transit,2011,6354.0,1.316
Kepler-1813 b,Kepler-1813,2.58,1.413,2.818160057,Transit,2021,5167.0,0.787
Kepler-156 b,Kepler-156,5.9,2.3,4.973456,Transit,2014,5094.0,0.807
Kepler-477 b,Kepler-477,4.94,2.07,11.11990653,Transit,2016,5240.0,0.79
WASP-66 b,WASP-66,746.9005,15.6926,4.08605,Transit,2012,6600.0,1.76
Kepler-275 b,Kepler-275,6.08,2.34,10.300682,Transit,2014,6165.0,1.383
EPIC 206032309 b,EPIC 206032309,1.01,1.01,2.87814,Transit,2019,3489.0,0.37344
HATS-64 b,HATS-64,305.1168,18.819911,4.908897,Transit,2018,6554.0,2.113
TOI-2876 b,TOI-2876,54.03082919,9.6397234,6.2996431,Transit,2025,5271.0,0.873
Kepler-80 f,Kepler-80,4459.73,1.21,0.9867873,Transit,2016,4540.0,0.678
Kepler-397 b,Kepler-397,6.62,2.46,22.250949,Transit,2014,5307.0,0.767
Kepler-967 b,Kepler-967,6.12,2.35,13.22713379,Transit,2016,5178.0,0.8
HIP 94235 b,HIP 94235,379.0,3.0,7.713057,Transit,2022,5991.0,1.08
HD 95735 c,GJ 411,13.6,3.76,2946.0,Radial Velocity,2021,3719.0,0.3685
HD 126614 b,HD 126614,107.74382997,12.7,1257.25303,Radial Velocity,2009,5568.0,1.369794
G 261-6 b,G 261-6,1.37,1.1,5.4536,Radial Velocity,2025,2907.0,0.153162
KOI-351 c,KOI-351,1.81,1.19,8.719375,Transit,2013,6080.0,1.2
Kepler-610 b,Kepler-610,16.3,4.19,6.996926554,Transit,2016,5943.0,1.13
K2-278 b,K2-278,9.17,2.98,3.334966,Transit,2018,6747.0,1.61
HIP 111909 b,HIP 111909,384.57237247,13.7,487.08,Radial Velocity,2025,4891.0,4.53
Kepler-33 e,Kepler-33,5.57,4.02,31.7844,Transit,2011,5904.0,1.82
Kepler-1932 b,Kepler-1932,2.91,1.51482218,0.524177015,Transit,2021,5278.0,0.815
HD 90156 b,HD 90156,17.98,4.43,49.77,Radial Velocity,2011,5599.0,0.920286
K2-384 b,K2-384,1.26,1.076,2.231527,Transit,2022,3623.0,0.348
TOI-2068 b,TOI-2068,3.97,1.821,7.768915,Transit,2024,3710.0,0.535
Kepler-1382 b,Kepler-1382,4.19,1.88,16.3583055,Transit,2016,6161.0,1.72
Kepler-123 b,Kepler-123,55.3,2.94,17.232366,Transit,2014,6089.0,1.264
Kepler-1890 b,Kepler-1890,0.587,0.86867375,4.820590019,Transit,2021,6046.0,1.396
Kepler-1030 b,Kepler-1030,6.71,2.48,19.32952416,Transit,2016,4983.0,0.76
Kepler-112 b,Kepler-112,6.17,2.36,8.408878,Transit,2014,5544.0,0.841
Kepler-1077 b,Kepler-1077,8.1,2.77,34.3511874,Transit,2016,5816.0,1.02
Kepler-1451 b,Kepler-1451,11.2,3.35,35.622233,Transit,2016,5782.0,0.99
KMT-2023-BLG-0416L b,KMT-2023-BLG-0416L,13.03096469,3.67,,Microlensing,2024,,
Kepler-190 c,Kepler-190,2.73,1.46,3.763024,Transit,2014,5106.0,0.795
HD 153950 b,HD 153950,937.5985,13.2,499.39999,Radial Velocity,2008,6124.0,1.28
Kepler-1431 b,Kepler-1431,2.76,1.47,5.86601526,Transit,2016,5806.0,1.03
Kepler-1132 b,Kepler-1132,6.12,2.35,62.8916228,Transit,2016,5298.0,0.83
HD 260655 b,HD 260655,2.14,1.24,2.76953,Transit,2022,3803.0,0.439
Kepler-216 c,Kepler-216,9.48,3.04,17.406669,Transit,2014,6091.0,1.26
CoRoT-13 b,CoRoT-13,415.704,9.92,4.03519,Transit,2010,5945.0,1.01
Kepler-413 b,Kepler-413,67.0,4.347,66.262,Transit,2014,4700.0,0.7761
HR 2562 b,HR 2562,6992.224954,12.44199,,Imaging,2016,6597.0,1.334
GJ 86 b,GJ 86,1404.8086,12.9,15.76491,Radial Velocity,1999,5182.0,0.77
GJ 849 b,GJ 849,283.82076745,13.9,1925.31,Radial Velocity,2006,3467.0,0.45
Kepler-1804 b,Kepler-1804,3.18,1.59615726,12.28849983,Transit,2021,5109.0,1.671
Kepler-267 d,Kepler-267,5.77,2.27,28.464515,Transit,2014,4258.0,0.555
HD 190360 d,HD 190360,11.9,3.48,88.69,Radial Velocity,2026,5560.0,1.14
Kepler-1704 b,Kepler-1704,1322.16617312,11.94877343,988.88112,Transit,2021,5746.0,1.697
K2-95 b,K2-95,11.0,3.31,10.1346454,Transit,2016,3566.0,0.4
Kepler-204 b,Kepler-204,6.94,2.53,14.400974,Transit,2014,5812.0,1.238
TOI-5630 b,TOI-5630,6.22,2.37117553,3.22118452536,Transit,2026,5385.64,0.933361
HD 23127 b,HD 23127,485.32641,13.5,1211.17,Radial Velocity,2006,5843.0,1.49
Kepler-1188 b,Kepler-1188,4.98,2.08,17.1369543,Transit,2016,5913.0,1.06
TOI-4562 c,TOI-4562,1833.86990839,12.8,3990.0,Transit Timing Variations,2024,6096.0,1.152
HD 21411 b,HD 21411,65.9,9.52,84.288,Radial Velocity,2019,5605.0,0.825605
Kepler-239 c,Kepler-239,6.85,2.51,56.228098,Transit,2014,4914.0,0.763
TOI-201 c,TOI-201,4990.0,10.4,2890.0,Transit Timing Variations,2025,6423.0,1.31
Kepler-821 b,Kepler-821,2.27,1.31,1.92279873,Transit,2016,5191.0,0.8
XO-5 b,XO-5,378.2,12.78,4.1877558,Transit,2008,5430.0,1.13
GJ 9827 b,GJ 9827,4.28,1.44,1.208974,Transit,2017,4236.0,0.58
GJ 367 b,GJ 367,0.503,0.736,0.3219226,Transit,2021,3535.0,0.457
Kepler-122 d,Kepler-122,5.48,2.2,21.587475,Transit,2014,6050.0,1.216
NGTS-4 b,NGTS-4,20.6,3.18,1.3373508,Transit,2019,5143.0,0.84
Kepler-1825 b,Kepler-1825,2.61,1.42200732,1.025869966,Transit,2021,5123.0,0.847
K2-186 b,K2-186,10.2,3.17207779,41.474219,Transit,2018,5784.0,0.98083
Kepler-579 b,Kepler-579,4.66,2.0,9.66857723,Transit,2016,5636.0,0.96
Kepler-55 e,Kepler-55,3.02,1.55,4.617534,Transit,2014,4503.0,0.619
Kepler-1717 b,Kepler-1717,9.21,2.98929758,30.65279961,Transit,2021,6200.0,1.64
MOA-2022-BLG-249L b,MOA-2022-BLG-249L,4.83,2.04,,Microlensing,2023,,
HD 216770 b,HD 216770,181.1631,14.1,118.45,Radial Velocity,2003,5399.0,0.93
Kepler-1074 b,Kepler-1074,2.1,1.25,5.94566534,Transit,2016,4002.0,0.57
TOI-6016 b,TOI-6016,371.85923619,13.67495645,4.023687,Transit,2024,6110.0,1.51
Kepler-1278 b,Kepler-1278,1.01,1.01,3.23941344,Transit,2016,6074.0,1.16
HD 106270 b,HD 106270,3623.2438398,12.4,1888.0,Radial Velocity,2011,5509.0,2.66
Kepler-1558 b,Kepler-1558,0.244,0.68,3.50470358,Transit,2016,5101.0,0.79
TOI-5720 b,TOI-5720,4.3,1.09,1.4344555,Transit,2024,3325.0,0.383
Kepler-204 c,Kepler-204,3.86,1.79,25.660593,Transit,2014,5812.0,1.238
HAT-P-39 b,HAT-P-39,190.372,17.609,3.54387,Transit,2012,6430.0,1.625
TOI-4578 b,TOI-4578,5.77,2.26974262,8.62392630369,Transit,2026,5951.32,0.878735
Kepler-347 c,Kepler-347,3.71,1.75,27.320871,Transit,2014,6088.0,1.005
Kepler-203 d,Kepler-203,33.9,1.44,11.32972,Transit,2014,5821.0,1.114
Kepler-786 b,Kepler-786,6.48,2.43,53.5293487,Transit,2016,4838.0,0.74
WASP-43 b,WASP-43,565.714,10.424,0.813475,Transit,2011,4400.0,0.6
TOI-181 b,TOI-181,46.1687,6.9559,4.532,Transit,2023,4994.0,0.745
Kepler-1905 b,Kepler-1905,2.69,1.4460734,3.42392993,Transit,2021,5788.0,1.015
Kepler-1513 b,Kepler-1513,48.30991786,8.594,160.8842,Transit,2016,5491.0,0.95
Kepler-230 c,Kepler-230,4.82,2.04,91.773242,Transit,2014,5588.0,0.817
HATS-16 b,HATS-16,1039.3041,14.5717,2.686502,Transit,2016,5738.0,1.238
Kepler-1091 b,Kepler-1091,2.73,1.46,1.434741564,Transit,2016,5851.0,1.03
TOI-251 b,TOI-251,317.83,2.74,4.93777,Transit,2021,5875.0,0.881
Kepler-1713 b,Kepler-1713,3.59,1.71673535,18.01160049,Transit,2021,6477.0,1.459
K2-3 c,K2-3,2.68,1.582,24.646729,Transit,2015,3844.0,0.546
Kepler-295 b,Kepler-295,1.98,1.22,12.645164,Transit,2014,5603.0,0.898
HATS-3 b,HATS-3,340.382,15.48,3.547851,Transit,2013,6351.0,1.404
Kepler-1121 b,Kepler-1121,4.31,1.91,13.15141081,Transit,2016,6231.0,1.59
Kepler-466 c,Kepler-466,2.1,1.25,3.709213846,Transit,2016,5927.0,1.05
Kepler-197 c,Kepler-197,5.3,1.23,10.349695,Transit,2014,6004.0,1.12
TOI-1839 b,TOI-1839,5.56,2.21895097,1.42378440907,Transit,2026,5315.91,0.848099
CoRoT-36 b,CoRoT-36,216.12331676,15.80466279,5.616531,Transit,2022,6730.0,1.52
Kepler-402 d,Kepler-402,2.48,1.38,8.921099,Transit,2014,6090.0,1.264
TOI-1478 b,TOI-1478,279.68899816,11.99360935,10.1802117,Transit,2021,5597.0,1.048
GJ 832 b,GJ 832,314.65012293,13.8,3853.0,Radial Velocity,2008,3472.0,0.441557
Barnard b,Barnard's star,0.299,0.72,3.1542,Radial Velocity,2024,3195.0,0.185
TOI-969 c,TOI-969,3591.4609991,12.4,1700.0,Radial Velocity,2022,4435.0,0.671
GJ 3082 b,GJ 3082,8.2,2.79,11.949,Radial Velocity,2020,3910.0,0.465216
TOI-1294 b,TOI-1294,63.9,10.12369881,3.915292,Transit,2024,5718.0,1.5566
HD 222155 b,HD 222155,581.62598481,13.4,3999.0,Radial Velocity,2011,5701.0,1.85
KOI-351 b,KOI-351,2.27,1.31,7.008151,Transit,2013,6080.0,1.2
